id,department,number,school,title,course_level,department_alias,units,description,department_name,professor_history,prerequisite_tree,prerequisite_list,prerequisite_text,prerequisite_for,repeatability,grading_option,concurrent,same_as,restriction,overlap,corequisite,ge_list,ge_text,terms
SOCIOL3,SOCIOL,3,School of Social Sciences,Social Problems,Lower Division (1-99),[],"[4, 4]","Focuses on how institutional and organizational features of societies generate problems for people. Particular attention directed at a set of problems related to political and economic inequality: poverty, racism, sexism, urban and population problems, the environment, the criminal justice system.",Sociology,"['dmeyer', 'dasmith', 'polletta', 'rosaler2', 'dsnow']",,[],,[],,,,,,,,"['GE III: Social & Behavioral Sciences', 'GE VII: Multicultural Studies']",(III and VII ).,"['2019 Winter', '2019 Spring', '2019 Summer2', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Summer2', '2022 Fall']"
SOCIOL31,SOCIOL,31,School of Social Sciences,Self-Identity and Society,Lower Division (1-99),[],"[4, 4]","Studies sociological contributions to theory and research in social psychology, with focus on the social influences on personality, attitudes, beliefs, and behavior; socialization, human groups, and social interaction.",Sociology,"['swr', 'jwl', 'schuster', 'jiaweic', 'jiawc11']",,[],,[],,,,PSYCH 78A.,,,,['GE III: Social & Behavioral Sciences'],(III),"['2019 Spring', '2019 Fall', '2020 Spring', '2020 Fall', '2021 Spring', '2021 Fall', '2022 Summer2']"
SOCIOL39,SOCIOL,39,School of Social Sciences,Special Topics: Social Psychology,Lower Division (1-99),[],"[4, 4]",Studies in selected areas of social psychology. Topics addressed vary each quarter.,Sociology,[],,[], Prerequisites vary.,[],Unlimited as topics vary.,,,,,,,[],,['2022 Fall']
SOCIOL41,SOCIOL,41,School of Social Sciences,Small Group Dynamics,Lower Division (1-99),[],"[4, 4]","Deals with models for understanding behavior in small groups, including coalition formation, socialization, group norms and decision rules, leadership, conformity, group structure, and communication processes.",Sociology,"['drschaef', 'schuster']",,[],,[],,,,,Sociology Majors have first consideration for enrollment.,,,[],,"['2019 Winter', '2019 Fall', '2022 Fall']"
SOCIOL43,SOCIOL,43,School of Social Sciences,City and Community,Lower Division (1-99),[],"[4, 4]","Examines nature, causes, and consequences of urbanization along with changing scale and complexity, demographic/ecological city growth patterns, quality of life in urban areas, processes of decision-making, and bearing of sociological investigation on public policy concerns in contemporary urban society.",Sociology,[],,[],,[],,,,,,UPPP 40.,,[],,"['2019 Spring', '2020 Winter', '2020 Spring', '2022 Spring', '2022 Fall']"
SOCIOL44,SOCIOL,44,School of Social Sciences,"Births, Deaths, and Migration",Lower Division (1-99),[],"[4, 4]","Introduction to the analysis of human population including fertility, mortality dispersion, sex distribution. Attention is focused on the effects of these variables on, e.g., over-population, social disorganization, and the stability of social institutions.",Sociology,"['skbrown', 'csmith5', 'casmith']",,[],,[],,,,,,,,['GE VIII: International/Global Issues'],(VIII),"['2020 Winter', '2020 Fall', '2021 Fall']"
SOCIOL49,SOCIOL,49,School of Social Sciences,Special Topics: Structures,Lower Division (1-99),[],"[4, 4]",Studies in selected areas of structures. Topics addressed vary each quarter.,Sociology,[],,[], Prerequisites vary.,[],Unlimited as topics vary.,,,,,,,[],,[]
SOCIOL51,SOCIOL,51,School of Social Sciences,Asian American Family & Community,Lower Division (1-99),[],"[4, 4]","Briefly examines the history of different Asian American groups and provides an in-depth analysis of issues related to family composition, mate selection, changing gender roles, and intergenerational conflict.",Sociology,"['eleanak', 'penner', 'mchoi11']",,[],,[],,,,,,,,['GE VII: Multicultural Studies'],(VII),"['2020 Fall', '2021 Spring', '2021 Fall']"
SOCIOL56,SOCIOL,56,School of Social Sciences,Religion and Society,Lower Division (1-99),[],"[4, 4]",A critical and personal examination of the varieties of religious and spiritual experiences human beings are undergoing in contemporary society. The role of conscious understanding and unconscious conditioning regarding religion and spirituality.,Sociology,[],,[],,[],,,,,Sociology Majors have first consideration for enrollment.,,,[],,"['2019 Spring', '2019 Fall']"
SOCIOL59,SOCIOL,59,School of Social Sciences,Special Topics: Social Institutions and Culture,Lower Division (1-99),[],"[4, 4]",Studies in selected areas of social institutions and culture. Topics addressed vary each quarter.,Sociology,[],,[], Prerequisites vary.,[],Unlimited as topics vary.,,,,,,,[],,[]
SOCIOL62,SOCIOL,62,School of Social Sciences,Families and Intimate Relations,Lower Division (1-99),[],"[4, 4]","Sociological theories/research on marriage, kinship, intimacy, and divorce. Emphasis on comparing family patterns in different social classes, ethnic groups, and societies, and on relating family life to the economy and other social institutions. Topics include gender roles, child-rearing, historical change.  Materials fee.",Sociology,"['eleanak', 'kturney', 'casmith', 'mchoi11', 'penner', 'csmith5']",,[],,[],,,,,,,,['GE III: Social & Behavioral Sciences'],(III),"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2019 Summer2', '2019 Fall', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2021 Fall', '2022 Winter', '2022 Summer1', '2022 Summer10wk']"
SOCIOL63,SOCIOL,63,School of Social Sciences,Race and Ethnicity,Lower Division (1-99),[],"[4, 4]","Focuses on racial and ethnic relations in the United States and compares them with those found in other societies. Analyzes the conditions that favor either cooperation and integration or rivalry, tension, and conflict. Appraises strategies for reducing and resolving conflicts.",Sociology,['rrumbaut'],,[],,['SOC SCI 193A'],,,,SPPS 70A.,,,,['GE VII: Multicultural Studies'],(VII),"['2019 Winter', '2019 Spring', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2021 Summer1', '2021 Summer10wk', '2022 Winter', '2022 Spring']"
SOCIOL64,SOCIOL,64,School of Social Sciences,Sociology of Sexuality,Lower Division (1-99),[],"[4, 4]","Provides an introduction to and overview of the sociology of sex and sexuality. Considers the social meanings of sex and sexuality, the social contexts of sex and sexuality, and the social regulations of sex and sexuality.",Sociology,"['mfisher', 'frankd']",,[],,[],,,,,,,,['GE VII: Multicultural Studies'],(VII),"['2019 Spring', '2020 Winter', '2020 Spring', '2021 Winter', '2021 Spring', '2022 Winter', '2022 Spring']"
SOCIOL68,SOCIOL,68,School of Social Sciences,Gender and Race Inequality in the Workplace,Lower Division (1-99),[],"[4, 4]","Analysis of current state and trends in major inequality measures including the wage gap, occupational segregation, and access to managerial positions. Theories that purport to explain such differences, and the related empirical evidence, are also covered.",Sociology,['mhuffman'],,[],,[],,,,,,,,[],,"['2021 Spring', '2022 Winter', '2022 Spring']"
SOCIOL68A,SOCIOL,68A,School of Social Sciences,Ethnic and Immigrant America,Lower Division (1-99),[],"[4, 4]","Focusing on Asian, Latino, and Black immigrant groups, examines the second generation's experience of straddling two cultures and growing up American. Covers topics such as assimilation, bilingualism, race relations, education, bicultural conflicts, interracial marriage, and multiracial identities.",Sociology,"['jwl', 'ivega']",,[],,[],,,,CHC/LAT 65.,,,,['GE VII: Multicultural Studies'],(VII),"['2020 Winter', '2021 Spring', '2022 Spring']"
SOCIOL69,SOCIOL,69,School of Social Sciences,"Special Topics: Age, Gender, Race, and Ethnicity",Lower Division (1-99),[],"[4, 4]","Studies in selected areas of age, gender, race, and ethnicity. Topics addressed vary each quarter.",Sociology,"['jwl', 'sgnam', 'mhuffman']",,[], Prerequisites vary.,[],Unlimited as topics vary.,,,,,,,[],,[]
SOCIOL79,SOCIOL,79,School of Social Sciences,Special Topics: Societies and Social Inequality,Lower Division (1-99),[],"[4, 4]",Studies in selected areas of societies and social inequality. Topics addressed vary each quarter.,Sociology,[],,[], Prerequisites vary.,[],Unlimited as topics vary.,,,,,,,[],,"['2019 Spring', '2020 Spring']"
SOCIOLH188A,SOCIOL,H188A,School of Social Sciences,Honors Research and Thesis,Upper Division (100-199),[],"[4, 4]",Focuses on the design and implementation of individual research projects undertaken by senior Sociology majors. Writing projects consist of a proposal and paper on some empirical research.,Sociology,"['penner', 'sstrings', 'fwang']",,[],,['SOCIOL 188BW'],,,,,Sociology Honors students only.,,,['GE Ib: Upper Division Writing'],(Ib),"['2019 Fall', '2020 Fall', '2021 Fall', '2022 Fall']"
SOCSCI102A,SOC SCI,102A,School of Social Sciences,Introduction to Geographic Information Systems in Social Sciences,Upper Division (100-199),[],"[4, 4]","Hands-on laboratory course introduces students to the fundamentals of Geographic Information Systems (GIS) technology using social science applications.  Students learn to organize, manipulate, and display spatial data leading to the design of their own GIS research project.",Social Science,[],,[],,['SOC SCI 102B'],,,,,School of Social Sciences students have first consideration for enrollment.,,,[],,"['2019 Winter', '2020 Winter', '2020 Spring', '2021 Winter', '2021 Spring', '2022 Winter', '2022 Spring']"
SOCSCI102B,SOC SCI,102B,School of Social Sciences,Intermediate Geographic Information Systems in Social Sciences,Upper Division (100-199),[],"[4, 4]",Expands Geographic Information Systems (GIS) skills to more advanced theories and concepts in the spatial analysis of social science issues and particularly to analyzing and interpreting spatial data.  Students develop and complete a GIS research project of their own choosing.,Social Science,[],"{""AND"":[""SOC SCI 102A""]}",['SOC SCI 102A'], SOC SCI 102A,[],,,,,School of Social Sciences students have first consideration for enrollment.,,,[],,[]
SOCSCI103A,SOC SCI,103A,School of Social Sciences,Game Theory and Politics I,Upper Division (100-199),[],"[4, 4]","Introduction to game theory and a survey of its political applications. Examples of topics covered include voting in small committees, legislatures, and mass elections; interest group activities and environmental issues; institutional design, and the evolution of cooperative behavior.",Social Science,['mkaminsk'],,[],,[],,,,"SOCIOL 134, POL SCI 130A.",Social Policy/Public Service Majors have first consideration for enrollment. Political Science Majors have first consideration for enrollment. International Studies Majors have first consideration for enrollment. Sociology Majors have first consideration for enrollment.,,,[],,"['2019 Spring', '2021 Winter', '2021 Summer1', '2021 Summer10wk', '2022 Summer1', '2022 Summer10wk']"
SOCSCI103B,SOC SCI,103B,School of Social Sciences,Game Theory and Politics II,Upper Division (100-199),[],"[4, 4]","More advanced game theory and its political applications, beginning where Game Theory and Politics I ends.  Examples of topics covered include revolutions; arms race; spatial models of party competition; political manipulation; political coalitions and their power.",Social Science,['mkaminsk'],"{""OR"":[""ECON 116A"",""POL SCI 130A""]}","['POL SCI 130A', 'ECON 116A']", POL SCI 130A or ECON 116A,[],,,,POL SCI 130B.,Social Policy/Public Service Majors have first consideration for enrollment. Political Science Majors have first consideration for enrollment. International Studies Majors have first consideration for enrollment.,,,[],,[]
SOCSCI10A,SOC SCI,10A,School of Social Sciences,Probability and Statistics in Social Sciences I,Lower Division (1-99),[],"[4, 4]",Introduction to the variety of statistical applications in the social sciences. Descriptive statistics. Measures of central tendency and dispersion. Percentile ranks. Standardization and normal approximation. Basic probability theory focuses on application to statistical inference and binomial distribution. Laboratory required.,Social Science,"['eleanak', 'prshirey', 'bgrofman', 'atoukan']","{""AND"":[""SOC SCI 3A""]}",['SOC SCI 3A'], SOC SCI 3A,"['ANTHRO 10B', 'ANTHRO 10C', 'POL SCI 123B', 'SOC SCI 10B', 'SOC SCI 170A', 'SOCIOL 10B', 'SOCIOL 138']",,,,,Lower-division students only. Social Science Majors have first consideration for enrollment. SOC SCI 10A may not be taken for credit if taken after or concurrently with ECON 15A.,"PSYCH 10A, SOCECOL 13, POL SCI 10A, SOCIOL 10A, ECON 15A.",,['GE Va: Quantitative Literacy'],(Va),"['2019 Spring', '2019 Fall', '2020 Spring', '2020 Fall', '2021 Spring', '2021 Fall', '2022 Spring', '2022 Fall']"
SOCSCI10B,SOC SCI,10B,School of Social Sciences,Probability and Statistics in Social Sciences II,Lower Division (1-99),[],"[4, 4]","Introduction to statistical inference, sampling distribution, standard error.  Hypothesis tests for proportions and means. Inferential techniques for nominal variables including chi-square, study measures of strengths, significance of relationships between variables, assumptions, data requirements, and types of error in significance tests.",Social Science,"['prshirey', 'bgrofman', 'atoukan']","{""AND"":[""SOC SCI 10A""]}",['SOC SCI 10A'], SOC SCI 10A,"['ANTHRO 10C', 'POL SCI 123B', 'SOC SCI 10C', 'SOCIOL 138']",,,,,School of Social Sciences students have first consideration for enrollment.,"ANTHRO 10B, POL SCI 10B, SOCECOL 13, SOCIOL 10B, PSYCH 10B.",,['GE Va: Quantitative Literacy'],(Va),"['2019 Winter', '2019 Summer1', '2019 Summer10wk', '2020 Winter', '2020 Summer1', '2020 Summer10wk', '2021 Winter', '2021 Summer1', '2021 Summer10wk', '2022 Winter', '2022 Summer1', '2022 Summer10wk']"
SOCSCI10C,SOC SCI,10C,School of Social Sciences,Probability and Statistics in Social Sciences III,Lower Division (1-99),[],"[4, 4]","Focus on correlation, regression, and control for effects of variables. One-way and two-way factorial analysis of variance. A priori and a posteriori comparisons.  Introduction to repeated measures design and non-parametric statistics. Discuss use of statistics in newspapers and popular magazines.",Social Science,"['prshirey', 'bgrofman', 'atoukan']","{""OR"":[""ECON 10B"",""PSYCH 10B"",""ANTHRO 10B"",""SOCIOL 10B"",""SOC SCI 10B""]}","['PSYCH 10B', 'SOC SCI 10B', 'ANTHRO 10B', 'SOCIOL 10B', 'ECON 10B']",( ECON 10B OR PSYCH 10B OR ANTHRO 10B OR SOCIOL 10B OR SOC SCI 10B ),"['COGS 112P', 'PSYCH H111A', 'PSYCH 112M', 'PSYCH 112P', 'PSYCH 112R', 'SOCIOL 138']",,,,,School of Social Sciences students have first consideration for enrollment.,"ANTHRO 10C, POL SCI 10C, PSYCH 10C, SOCECOL 13, SOCIOL 10C.",,['GE Vb: Formal Reasoning'],(Vb),"['2019 Spring', '2019 Summer2', '2020 Spring', '2020 Summer2', '2021 Spring', '2021 Summer2', '2022 Spring', '2022 Summer2']"
SOCSCI115D,SOC SCI,115D,School of Social Sciences,International Business,Upper Division (100-199),[],"[4, 4]","Introduction to conducting business in the international arena, decision making in the organization, and globalization of markets and production.  Topics covered range from tax and finance to ethics, marketing, and more.  Continuing corporate regulatory scandals discussed.",Social Science,[],,[],,[],,,,INTL ST 112A.,,,,[],,"['2019 Spring', '2019 Fall', '2020 Spring', '2020 Fall', '2021 Spring', '2021 Fall', '2022 Spring', '2022 Fall']"
SOCSCI119,SOC SCI,119,School of Social Sciences,Special Topics in Geography,Upper Division (100-199),[],"[4, 4]",Studies in selected areas of geography. Topics addressed vary each quarter.,Social Science,['noalao'],,[], Prerequisites vary.,[],Unlimited as topics vary.,,,,,,,[],,"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
SOCSCI11A,SOC SCI,11A,School of Social Sciences,"Barter to Bitcoin: Society, Technology and the Future of Money",Lower Division (1-99),[],"[4, 4]","Digital money has captured the broad imagination of speculators, coders, regulators, criminals and the mass media. Course puts this change in context: how do we understand money as a social, political and technological phenomenon?.",Social Science,['wmmaurer'],,[],,[],,,,IN4MATX 12.,,,,"['GE II: Science and Technology', 'GE III: Social & Behavioral Sciences']",(II and III ).,['2019 Winter']
SOCSCI12,SOC SCI,12,School of Social Sciences,Global Political Ideologies,Lower Division (1-99),[],"[4, 4]","An overview of the major political ideologies shaping the current world order and global conflict. Topics include liberalism, democracy, nationalism, capitalism, communism, socialism, fascism, neoliberalism, clash of civilizations, sectarian violence, populist nationalism, and de-globalization.",Social Science,"['cpharri1', 'yalbulus']",,[],,[],,,,"POL SCI 44B, INTL ST 12.",International Studies Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Spring', '2020 Winter', '2020 Spring', '2020 Fall', '2021 Spring', '2022 Winter', '2022 Spring', '2022 Fall']"
SOCSCI120,SOC SCI,120,School of Social Sciences,Transnational Gangs,Upper Division (100-199),[],"[4, 4]","Examines the internationalization of U.S. domestic street gangs.  The relationship between California gangs Mara Salvatrucha and 18th Street and Mexico/Central American gangs is assessed.  Specified topics include:  mobilization, migration, territorialism, culture, organization, and use of technology.",Social Science,['ajvaldez'],,[],,[],,,,IS 130.,,,,[],,"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk']"
SOCSCI121T,SOC SCI,121T,School of Social Sciences,Voting and Political Manipulation,Upper Division (100-199),[],"[4, 4]","Introduction to social choice and cooperative games. Topics include majority rule, types of voting methods, apportionment and proportional representation, agenda manipulation, coalition formation, voting power, political consequences of electoral laws.",Social Science,['mkaminsk'],,[],,[],,,,"ECON 154, POL SCI 151H.",Business Economics Majors have first consideration for enrollment. Political Science Majors have first consideration for enrollment. International Studies Majors have first consideration for enrollment. Social Science Majors have first consideration for enrollment.,,,[],,"['2019 Winter', '2020 Spring', '2021 Spring', '2021 Summer2', '2021 Fall', '2022 Summer1', '2022 Summer10wk']"
SOCSCI132,SOC SCI,132,School of Social Sciences,Veterans in History and Society,Upper Division (100-199),[],"[4, 4]","Explores key concepts, issues, and trends in the interdisciplinary field of veterans studies. Students gain a deep understanding of the ways that social scientists and historians have analyzed the identities, experiences, and worldviews of U.S. military veterans.",Social Science,[],,[],,[],,,,HISTORY 149.,,,,['GE VII: Multicultural Studies'],(VII),"['2020 Winter', '2022 Spring']"
SOCSCI133,SOC SCI,133,School of Social Sciences,Veterans’ Transitions,Upper Division (100-199),[],"[4, 4]",Provides veteran and non-veteran students with a comprehensive and academically rigorous overview of the ways and means through which diverse communities of veterans have made and continue to make the complex and multi-faceted transition from active military.,Social Science,[],,[],,[],,,,,,,,['GE III: Social & Behavioral Sciences'],(III),"['2021 Spring', '2022 Fall']"
SOCSCI134W,SOC SCI,134W,School of Social Sciences,Veterans’ Voices,Upper Division (100-199),[],"[4, 4]","Uses the medium of academic writing to develop a broad understanding and appreciation for the wide range of worldviews, priorities, and values embodied in the creative production and activism of diverse U.S. military veterans.",Social Science,['castellj'],,[],,[],,,,,,,,['GE Ib: Upper Division Writing'],(Ib),"['2021 Winter', '2021 Summer2', '2022 Summer1', '2022 Summer10wk']"
SOCSCI15,SOC SCI,15,School of Social Sciences,Global Political Economy,Lower Division (1-99),[],"[4, 4]","The global economy as an integrated system. The rise of world trade, capitalism, national economies, market cycles, competing economic ideologies, development, globalization, transnational labor, multinational corporations, and the role of UN, World Bank, WTO, and the IMF in global governance.",Social Science,['golivei1'],,[],,[],,,,INTL ST 15.,International Studies Majors have first consideration for enrollment. Social Science Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Fall', '2020 Spring', '2020 Fall', '2021 Winter', '2022 Winter', '2022 Spring']"
SOCSCI152A,SOC SCI,152A,School of Social Sciences,Non-Government Organization (NGO) Fundamentals,Upper Division (100-199),[],"[4, 4]","Introduction to non-governmental organizations, including their role in U.S. society and the international community. Explores varying definitions of NGOs and the characteristics held in common by all NGOs.",Social Science,[],,[],,[],,,,INTL ST 152A.,,,,[],,"['2019 Fall', '2021 Winter', '2022 Winter']"
SOCSCI152C,SOC SCI,152C,School of Social Sciences,American Public Policy,Upper Division (100-199),[],"[4, 4]",Focuses on the development and implementation of public policy in the United States. Lectures cover theoretical models of the policy process as well as significant problems facing contemporary American decision-makers.,Social Science,['gboushey'],,[],,[],,,,"PUBHLTH 132, POL SCI 121G, UPPP 129.",,,,[],,"['2019 Fall', '2022 Winter']"
SOCSCI16,SOC SCI,16,School of Social Sciences,Human Rights and Global Governance,Lower Division (1-99),[],"[4, 4]","Historical development of civil, political rights and the rise of human rights in international law. Explores role, and limitations, of the UN, ICJ, and ICC in global governance. Reconceptualizing democracy and political representation in a postnational 21st century.",Social Science,['vibhutir'],,[],,[],,,,"POL SCI 45A, INTL ST 16.",International Studies Majors have first consideration for enrollment. Social Science Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Spring', '2020 Winter', '2020 Spring', '2021 Winter', '2021 Spring', '2022 Spring']"
SOCSCI163A,SOC SCI,163A,School of Social Sciences,Urban America,Upper Division (100-199),[],"[4, 4]","Students examine the historical, social, political, and economic factors that contributed to the construction of the American urban context, one that is poverty concentrated and racially/ethnically segregated. Students also critically assess the consequence of growing up in America's urban neighborhoods.",Social Science,"['mgrendon', 'rudolphd']",,[],,[],,,,"CHC/LAT 162A, UPPP 104.",,,,[],,"['2019 Fall', '2021 Spring', '2021 Summer1', '2021 Summer10wk']"
SOCSCI164,SOC SCI,164,School of Social Sciences,Chicanx/Latinx Education,Upper Division (100-199),[],"[4, 4]","Provides a historical and empirical overview of educational issues affecting diverse Latinx low-income, immigrant, and U.S. born student populations enrolled in American schools. Examines policies and issues such as DACA, generation, culture, racism, and gender on educational mobility.",Social Science,['gmflores'],,[],,[],,,,"EDUC 170, SOCIOL 172A, CHC/LAT 181.",Upper-division students only.,,,[],,['2021 Fall']
SOCSCI164B,SOC SCI,164B,School of Social Sciences,Domestic Gangs,Upper Division (100-199),[],"[4, 4]",Examines the history and development of California street gangs and the role of historical events in that development. Students will be able to contrast and compare gang cohort behaviors between some of the major gangs in California.,Social Science,['ajvaldez'],,[],,[],,,,,School of Social Sciences students have first consideration for enrollment.,,,[],,"['2019 Spring', '2019 Summer2', '2020 Spring', '2020 Summer2', '2021 Spring', '2021 Summer2', '2022 Spring', '2022 Summer2']"
SOCSCI164C,SOC SCI,164C,School of Social Sciences,Prison Gangs,Upper Division (100-199),[],"[4, 4]","Examines the growth and spread of prison gangs throughout the country. Relationships between prison and street gangs, and possible relationships with foreign drug trafficking organizations studied. Violence examined as the standard to establish dominance in and out of prison.",Social Science,['ajvaldez'],,[],,[],,,,,School of Social Sciences students have first consideration for enrollment.,,,[],,"['2019 Winter', '2019 Summer2', '2020 Winter', '2020 Summer2', '2021 Winter', '2021 Summer2', '2022 Winter', '2022 Summer2']"
SOCSCI164D,SOC SCI,164D,School of Social Sciences,Juvenile Gangs,Upper Division (100-199),[],"[4, 4]","Examines risk factors that can be used to predict gang membership. Compares generational with non-generational gangs and develops a working sociological definition that can be used to identify street gangs. Myths about juveniles, street gangs.",Social Science,['ajvaldez'],,[],,[],,,,,School of Social Sciences students have first consideration for enrollment.,,,[],,"['2019 Spring', '2019 Summer1', '2019 Summer10wk', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2022 Spring', '2022 Summer1', '2022 Summer10wk']"
SOCSCI165,SOC SCI,165,School of Social Sciences,Chicano/Latino Families,Upper Division (100-199),[],"[4, 4]","Introduction to the research, literature, and issues surrounding the topic of Chicano/Latino families including cultural history, contemporary issues, organization of family, traditions, lifestyles, values, beliefs, generational differences, gender issues, ethnic identity, evolution of demographic patterns, current economic and political standings.",Social Science,['castellj'],,[],,[],,,,"CHC/LAT 170, PSCI 166S, PSYCH 174H.",,,,[],,"['2020 Fall', '2022 Spring', '2022 Fall']"
SOCSCI168B,SOC SCI,168B,School of Social Sciences,Immigration and Inequality,Upper Division (100-199),[],"[4, 4]","Explores immigration, ethnicity, and inequality as interconnected social forces. International migration, propelled by global inequalities, plays a central role in the formation of multinational societies, shapes inter-group relations and patterns of ethnic inequality, and transforms the immigrants themselves.",Social Science,"['skbrown', 'tellese']",,[],,[],,,,SOCIOL 166.,,,,[],,['2021 Winter']
SOCSCI17,SOC SCI,17,School of Social Sciences,Global Environmental Issues,Lower Division (1-99),[],"[4, 4]","Examines problems such as global climate change, growing human populations, fisheries depletion, ocean acidification, biodiversity loss, deforestation, and food security. Introduces political, social, and economic factors contributing to environmental issues and their disproportional impacts on the world’s poor and minorities.",Social Science,"['edarian', 'mccartyp']",,[],,[],,,,INTL ST 17.,International Studies Majors have first consideration for enrollment. Social Science Majors have first consideration for enrollment.,,,"['GE III: Social & Behavioral Sciences', 'GE VIII: International/Global Issues']",(III and VIII ).,"['2019 Spring', '2019 Fall', '2020 Winter', '2021 Summer1', '2021 Summer10wk', '2021 Fall', '2022 Summer1', '2022 Summer10wk', '2022 Fall']"
SOCSCI170A,SOC SCI,170A,School of Social Sciences,Research Methods in the Social Sciences,Upper Division (100-199),[],"[4, 4]","Examines how interdisciplinary social science research questions are formulated and studies several research methods including: experimental method, quasi-experimental methods, survey research, field research, evaluation research, and meta-analysis. Parametric and non-parametric statistical methods are illustrated using the SPSS program.",Social Science,['ajvaldez'],"{""AND"":[""SOC SCI 1A"",""SOC SCI 2A"",""SOC SCI 3A"",{""OR"":[""STATS 7"",""SOC SCI 10A""]}]}","['SOC SCI 1A', 'SOC SCI 2A', 'SOC SCI 3A', 'SOC SCI 10A', 'STATS 7']", SOC SCI 1A and SOC SCI 2A and SOC SCI 3A and (SOC SCI 10A or STATS 7),['SOCIOL 119'],,,,,Upper-division students only. School of Social Sciences students have first consideration for enrollment.,,,[],,"['2019 Spring', '2020 Spring', '2021 Spring', '2022 Spring']"
SOCSCI172AW,SOC SCI,172AW,School of Social Sciences,American Culture,Upper Division (100-199),[],"[4, 4]","A survey of the historical development of dominant American culture and society; emphasis on a close reading of key cultural texts, with weekly text as a model of writing, examining its use of language and rhetoric.",Social Science,"['castellj', 'ssellgre', 'bmpetrov']",,[], Satisfactory completion of the Lower-Division Writing requirement.,[],,,,,School of Social Sciences students have first consideration for enrollment.,,,['GE Ib: Upper Division Writing'],(Ib),"['2019 Winter', '2019 Spring', '2019 Summer1', '2019 Summer10wk', '2019 Summer2', '2019 Fall', '2020 Winter', '2020 Spring', '2020 Summer1', '2020 Summer10wk', '2020 Summer2', '2020 Fall', '2021 Winter', '2021 Spring', '2021 Summer1', '2021 Summer10wk', '2021 Summer2', '2021 Fall', '2022 Winter', '2022 Spring', '2022 Summer1', '2022 Summer10wk', '2022 Summer2', '2022 Fall']"
SOCSCI172D,SOC SCI,172D,School of Social Sciences,Law in the Twenty-First Century,Upper Division (100-199),[],"[4, 4]","Examines the complex relationship between law, the social sciences, and modern society.  Lectures explore such issues as the interplay between technology and constitutional rights, the impact of science on law, and the evolving roles of attorneys and judges.",Social Science,['pkelley'],"{""AND"":[""POL SCI 71A""]}",['POL SCI 71A'],POL SCI 71A,[],,,,POL SCI 171F.,Political Science Majors have first consideration for enrollment. Social Science Majors have first consideration for enrollment.,,,[],,['2019 Winter']
SOCSCI173L,SOC SCI,173L,School of Social Sciences,Latinos in a Global Society,Upper Division (100-199),[],"[4, 4]","Examines interconnections between diverse Latino groups in the U.S. and the effects of globalization on their social, cultural, and political realities. Topics include immigration, demographics, socioeconomic differentiation, familial relations, political protest/resistance, law and policy, and links to ""homeland"" issues.",Social Science,"['lchavez', 'ldesipio', 'gmflores']",,[],,[],,,,CHC/LAT 167.,,,,['GE VII: Multicultural Studies'],(VII),[]
SOCSCI173N,SOC SCI,173N,School of Social Sciences,Revolution in Latin America,Upper Division (100-199),[],"[4, 4]","Presents a comparative analysis of the causes, development, and consequences of selected revolutionary movements, focusing on outbreaks in Mexico, Bolivia, Cuba, Chile, Nicaragua, and Grenada.  Explores topics of state formation, economic nationalism, social justice, ethnicity, and role of international affairs.",Social Science,[],,[],,[],,,,"CHC/LAT 151B, HISTORY 166D, INTL ST 177C.",,,,[],,"['2020 Fall', '2021 Fall']"
SOCSCI177B,SOC SCI,177B,School of Social Sciences,Asian American Women,Upper Division (100-199),[],"[4, 4]","Examines the representations and experiences of Asian American women from diverse perspectives. Explores the commonalities and differences among various groups of Asian American women, with particular focus on history, culture, values, and family roles.",Social Science,"['jwl', 'volt']",,[],,[],,,,ASIANAM 162.,,,,[],,"['2019 Fall', '2020 Summer1', '2020 Summer10wk', '2020 Fall', '2021 Fall']"
